Year,Date,Platform,Region,Department,Municipality,Transport,Category,Products,Quantity,Discount,Sale,Profit
Nineteen,16/02/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Thermal paper,3,0,73680,34629.6
Nineteen,16/02/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Dust Extractors,7,0,175420,82447.4
Nineteen,18/02/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Dust Extractors,3,0,18480,8870.4
Nineteen,18/02/2019,MercadoLibre,Andina,Antioquia,Copacabana,Envia+4,Trade Equipment,Dust Extractors,2,0,122120,56175.2
Nineteen,18/02/2019,MercadoLibre,Andina,Antioquia,Copacabana,Envia+4,Home appliances,Washing machines,1,0.2,71088,-888.6
Nineteen,20/02/2019,MercadoLibre,Andina,Caldas,Pensilvania,Envia+4,Industrial,Printers,1,0,59980,5998
Nineteen,20/02/2019,MercadoLibre,Pacifica,Choco,Bajo Baudo,Servientrega+3,Trade Equipment,Strip Printer,7,0,573580,149130.8
Nineteen,21/02/2019,MercadoLibre,Andina,Quindio,Calarca,Envia-3,Trade Equipment,Shelving,4,0.7,90480,-30160
Nineteen,22/02/2019,MercadoLibre,Pacifica,Cauca,Guapi,Servientrega+3,Trade Equipment,Strip Printer,4,0,158720,41267.2
Nineteen,23/02/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Payment Machines,6,0,53760,13440
Nineteen,23/02/2019,MercadoLibre,Caribe,Bolivar,El Carmen de Bolivar,Envia+4,Trade Equipment,Shelving,6,0.7,242208,-20184
Nineteen,25/02/2019,MercadoLibre,Andina,Huila,Isnos,Envia+4,Trade Equipment,Dust Extractors,1,0,6300,3024
Nineteen,25/02/2019,MercadoLibre,Andina,Huila,Isnos,Envia+4,Trade Equipment,Thermal paper,4,0,45440,20448
Nineteen,27/02/2019,MercadoLibre,Andina,Boyaca,Aquitania,Servientrega+3,Trade Equipment,Shelving,7,0.7,24402,-9760.8
Nineteen,27/02/2019,MercadoLibre,Andina,Santander,"Giron	",Envia-3,Trade Equipment,Strip Printer,6,0.2,32064,4408.8
Nineteen,27/02/2019,MercadoLibre,Andina,Risaralda,Pereira,Envia+4,Industrial,Drones,2,0,211960,2119.6
Nineteen,27/02/2019,MercadoLibre,Andina,Risaralda,Pereira,Envia+4,Home appliances,Washing machines,7,0.3,987840,-28224
Nineteen,27/02/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Industrial,Printers,9,0,1077840,161676
Nineteen,28/02/2019,MercadoLibre,Caribe,Sucre,El Roble,Envia+4,Home appliances,Refrigerators,2,0.2,323136,-28274.4
Nineteen,28/02/2019,MercadoLibre,Caribe,Sucre,El Roble,Envia+4,Home appliances,Refrigerators,8,0.2,779392,87681.6
Nineteen,1/03/2019,MercadoLibre,Orinoquia,Meta,Mapiripan,Envia+4,Trade Equipment,Thermal paper,2,0.2,20736,7257.6
Nineteen,1/03/2019,MercadoLibre,Orinoquia,Meta,Acacias,Servientrega+3,Industrial,Printers,5,0.2,796800,169320
Nineteen,1/03/2019,MercadoLibre,Orinoquia,Meta,Acacias,Servientrega+3,Trade Equipment,Strip Printer,3,0.2,14112,1587.6
Nineteen,1/03/2019,MercadoLibre,Orinoquia,Meta,Acacias,Servientrega+3,Home appliances,Air-conditioning,9,0.32,2704795.2,-87508.08
Nineteen,2/03/2019,MercadoLibre,Caribe,La Guajira,Riohacha,Envia-3,Home appliances,Spare Parts,2,0,56800,22152
Nineteen,2/03/2019,MercadoLibre,Caribe,La Guajira,Riohacha,Envia-3,Industrial,Printers,3,0,299940,101979.6
Nineteen,2/03/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Home appliances,Spare Parts,4,0,273840,82152
Nineteen,2/03/2019,MercadoLibre,Caribe,Cesar,Aguachica,Envia+4,Trade Equipment,Weigh Scales,9,0,149040,70048.8
Nineteen,2/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Refrigerators,1,0.1,181764,30294
Nineteen,5/03/2019,MercadoLibre,Andina,Antioquia,Puerto Nare,Envia+4,Home appliances,Spare Parts,6,0,1331760,213081.6
Nineteen,5/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Strip Printer,2,0.2,119808,28454.4
Nineteen,5/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Payment Machines,2,0.2,47392,13032.8
Nineteen,5/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Thermal paper,2,0.2,15936,5776.8
Nineteen,5/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Payment Machines,7,0.2,36400,4095
Nineteen,5/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Industrial,Printers,3,0.2,55104,-344.4
Nineteen,5/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Home appliances,Refrigerators,6,0.3,1688232,-36176.4
Nineteen,5/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Merchandise Labeling,3,0.2,153504,-9594
Nineteen,5/03/2019,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Trade Equipment,Strip Printer,3,0,17640,5115.6
Nineteen,5/03/2019,MercadoLibre,Caribe,Atlantico,Candelaria,Envia+4,Trade Equipment,Shelving,7,0.8,86744,-13879.04
Nineteen,5/03/2019,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Industrial,Printers,4,0,679920,244771.2
Nineteen,5/03/2019,MercadoLibre,Pacifica,Narino,Pasto,Envia+4,Trade Equipment,Shelving,1,0,86820,39937.2
Nineteen,5/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Shelving,6,0.2,1180704,413246.4
Nineteen,7/03/2019,MercadoLibre,Caribe,Cordoba,Monteria,Envia+4,Home appliances,Refrigerators,1,0,141960,9937.2
Nineteen,7/03/2019,MercadoLibre,Caribe,Cordoba,Monteria,Envia+4,Trade Equipment,Dust Extractors,3,0,589860,289031.4
Nineteen,7/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia-3,Home appliances,Spare Parts,2,0.2,336928,-29481.2
Nineteen,7/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia-3,Trade Equipment,Thermal paper,2,0.2,13440,4872
Nineteen,7/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia-3,Home appliances,Spare Parts,9,0.2,565776,113155.2
Nineteen,9/03/2019,MercadoLibre,Andina,Norte de Santander,Ocana,Envia+4,Trade Equipment,Weigh Scales,7,0.2,401968,125615
Nineteen,9/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Merchandise Labeling,3,0.2,72672,-7267.2
Nineteen,9/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Furnitures,1,0.2,1332496,-29981.16
Nineteen,9/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Weigh Scales,6,0.2,105024,39384
Nineteen,9/03/2019,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Merchandise Labeling,3,0,62880,16977.6
Nineteen,9/03/2019,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Industrial,Printers,2,0,35800,6802
Nineteen,9/03/2019,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Industrial,Printers,5,0,258900,93204
Nineteen,9/03/2019,MercadoLibre,Orinoquia,Casanare,Aguazul,Envia-3,Trade Equipment,Payment Machines,2,0,275240,121105.6
Nineteen,9/03/2019,MercadoLibre,Orinoquia,Casanare,Aguazul,Envia-3,Industrial,Drones,1,0,200980,50245
Nineteen,9/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Trade Equipment,Merchandise Labeling,1,0,240660,62571.6
Nineteen,9/03/2019,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Home appliances,Refrigerators,2,0.2,259136,-12956.8
Nineteen,9/03/2019,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia-3,Trade Equipment,Shelving,2,0.8,30160,-22620
Nineteen,9/03/2019,MercadoLibre,Orinoquia,Arauca,Arauquita,Envia+4,Home appliances,Spare Parts,3,0.2,476304,178614
Nineteen,9/03/2019,MercadoLibre,Pacifica,Cauca,Cajibio,Servientrega+3,Trade Equipment,Dust Extractors,2,0,15000,7200
Nineteen,10/03/2019,MercadoLibre,Caribe,Cordoba,Monteria,Envia+4,Trade Equipment,Shelving,1,0,5760,2822.4
Nineteen,10/03/2019,MercadoLibre,Andina,Boyaca,Sogamoso,Servientrega+3,Industrial,Printers,2,0.2,48000,-2700
Nineteen,10/03/2019,MercadoLibre,Andina,Boyaca,Sogamoso,Servientrega+3,Home appliances,Air-conditioning,1,0.5,70980,-15615.6
Nineteen,10/03/2019,MercadoLibre,Andina,Boyaca,Sogamoso,Servientrega+3,Industrial,Printers,2,0.2,95968,1199.6
Nineteen,10/03/2019,MercadoLibre,Andina,Santander,Barrancabermeja,Envia+4,Trade Equipment,Merchandise Labeling,2,0.2,30016,3001.6
Nineteen,10/03/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Home appliances,Air-conditioning,2,0.15,241332,36909.6
Nineteen,11/03/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Drones,7,0.2,2425696,212248.4
Nineteen,11/03/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Printers,3,0,179940,75574.8
Nineteen,11/03/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Home appliances,Spare Parts,3,0,85200,33228
Nineteen,11/03/2019,MercadoLibre,Orinoquia,Meta,La Macarena,Envia+4,Trade Equipment,Weigh Scales,2,0.2,13216,4295.2
Nineteen,11/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Home appliances,Refrigerators,10,0.1,2897640,418548
Nineteen,12/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Industrial,Laser Cut,4,0.7,964680,-67527.6
Nineteen,12/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Home appliances,Spare Parts,1,0.2,5920,1554
Nineteen,12/03/2019,MercadoLibre,Caribe,Atlantico,Santo Tomas,Envia-3,Trade Equipment,Shelving,4,0.8,4608,-3571.2
Nineteen,12/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Thermal paper,2,0.2,32896,11102.4
Nineteen,12/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Industrial,Printers,2,0.2,73568,21150.8
Nineteen,12/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Shelving,4,0.2,46720,15768
Nineteen,12/03/2019,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Home appliances,Air-conditioning,3,0.15,718998,-29605.8
Nineteen,12/03/2019,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Home appliances,Spare Parts,3,0.2,155904,25334.4
Nineteen,12/03/2019,MercadoLibre,Amazonia,Amazonas,La Chorrera,Servientrega+3,Trade Equipment,Shelving,6,0,305520,149704.8
Nineteen,12/03/2019,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Industrial,Drones,2,0.2,211168,18477.2
Nineteen,12/03/2019,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Trade Equipment,Strip Printer,2,0.2,18688,2336
Nineteen,13/03/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia-3,Home appliances,Air-conditioning,2,0,283920,79497.6
Nineteen,13/03/2019,MercadoLibre,Andina,Antioquia,Puerto Berrio,Servientrega+3,Home appliances,Refrigerators,4,0.2,1830272,205905.6
Nineteen,13/03/2019,MercadoLibre,Andina,Antioquia,Puerto Berrio,Servientrega+3,Home appliances,Spare Parts,8,0,655520,183545.6
Nineteen,14/03/2019,MercadoLibre,Andina,Antioquia,Santa Barbara,Envia+4,Trade Equipment,Thermal paper,3,0,38880,18662.4
Nineteen,16/03/2019,MercadoLibre,Caribe,Cesar,Valledupar,Envia+4,Trade Equipment,Strip Printer,1,0,5480,1479.6
Nineteen,16/03/2019,MercadoLibre,Caribe,Cesar,Valledupar,Envia+4,Trade Equipment,Strip Printer,3,0,16680,4336.8
Nineteen,16/03/2019,MercadoLibre,Caribe,Cesar,Valledupar,Envia+4,Trade Equipment,Merchandise Labeling,3,0,93480,23370
Nineteen,16/03/2019,MercadoLibre,Orinoquia,Meta,Guamal,Servientrega+3,Trade Equipment,Shelving,3,0.8,4572,-3657.6
Nineteen,16/03/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Home appliances,Washing machines,2,0,343920,89419.2
Nineteen,16/03/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Home appliances,Spare Parts,1,0,86260,36229.2
Nineteen,16/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,2,0,171800,5154
Nineteen,16/03/2019,MercadoLibre,Amazonia,Amazonas,Tarapaca,Servientrega+3,Trade Equipment,Dust Extractors,5,0,983100,481719
Nineteen,16/03/2019,MercadoLibre,Amazonia,Amazonas,Tarapaca,Servientrega+3,Trade Equipment,Weigh Scales,2,0,14760,6789.6
Nineteen,16/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Trade Equipment,Strip Printer,3,0,35040,12614.4
Nineteen,17/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Industrial,Printers,1,0,30040,5407.2
Nineteen,17/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Trade Equipment,Merchandise Labeling,2,0,67640,18262.8
Nineteen,19/03/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Industrial,Drones,3,0.2,907152,79375.8
Nineteen,19/03/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia-3,Trade Equipment,Merchandise Labeling,3,0,2495280,698678.4
Nineteen,19/03/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia-3,Industrial,Projectors,7,0,6299860,2960934.2
Nineteen,19/03/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia-3,Trade Equipment,Thermal paper,2,0,419400,201312
Nineteen,19/03/2019,MercadoLibre,Orinoquia,Meta,Cabuyaro,Envia+4,Trade Equipment,Shelving,1,0.8,12160,-10336
Nineteen,19/03/2019,MercadoLibre,Andina,Antioquia,Santa Barbara,Envia+4,Trade Equipment,Dust Extractors,2,0,29240,13742.8
Nineteen,19/03/2019,MercadoLibre,Andina,Antioquia,Santa Barbara,Envia+4,Trade Equipment,Furnitures,4,0,66720,17347.2
Nineteen,19/03/2019,MercadoLibre,Andina,Antioquia,Santa Barbara,Envia+4,Trade Equipment,Thermal paper,6,0,80280,39337.2
Nineteen,19/03/2019,MercadoLibre,Caribe,Bolivar,Mahates,Envia+4,Trade Equipment,Thermal paper,3,0.2,28992,9784.8
Nineteen,19/03/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Thermal paper,2,0,23920,11720.8
Nineteen,19/03/2019,MercadoLibre,Andina,Antioquia,La Estrella,Envia-3,Trade Equipment,Lights,5,0,21800,7194
Nineteen,19/03/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia-3,Trade Equipment,Thermal paper,2,0.2,131168,47548.4
Nineteen,19/03/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia-3,Home appliances,Air-conditioning,4,0.32,766931.2,-13534.08
Nineteen,20/03/2019,MercadoLibre,Amazonia,Vaupes,Mitu,Envia-3,Trade Equipment,Thermal paper,8,0,103680,49766.4
Nineteen,20/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Shelving,4,0.7,36624,-12208
Nineteen,20/03/2019,MercadoLibre,Orinoquia,Meta,Cubarral,Envia+4,Trade Equipment,Lights,9,0.2,37728,12261.6
Nineteen,20/03/2019,MercadoLibre,Andina,Quindio,Calarca,Servientrega+3,Trade Equipment,Merchandise Labeling,3,0.2,58608,5128.2
Nineteen,20/03/2019,MercadoLibre,Andina,Tolima,Melgar,Envia+4,Trade Equipment,Shelving,7,0,5431860,2552974.2
Nineteen,20/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Trade Equipment,Weigh Scales,1,0,47980,23990
Nineteen,20/03/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Shelving,9,0.2,5587056,1885631.4
Nineteen,20/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Industrial,Drones,2,0,399960,107989.2
Nineteen,20/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Trade Equipment,Merchandise Labeling,4,0,167840,40281.6
Nineteen,21/03/2019,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Trade Equipment,Payment Machines,4,0.2,1924160,312676
Nineteen,21/03/2019,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Shelving,11,0.2,63008,22052.8
Nineteen,21/03/2019,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Trade Equipment,Thermal paper,14,0.2,590912,192046.4
Nineteen,22/03/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Industrial,Printers,1,0.2,36784,10575.4
Nineteen,22/03/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Merchandise Labeling,2,0.2,259136,-25913.6
Nineteen,22/03/2019,MercadoLibre,Andina,Boyaca,Puerto Boyaca,Envia+4,Trade Equipment,Shelving,2,0.7,4572,-1676.4
Nineteen,22/03/2019,MercadoLibre,Andina,Antioquia,Necocli,Envia-3,Industrial,Drones,2,0.2,31968,2397.6
Nineteen,22/03/2019,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Trade Equipment,Thermal paper,4,0,211040,97078.4
Nineteen,22/03/2019,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Home appliances,Spare Parts,2,0,183920,31266.4
Nineteen,22/03/2019,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Industrial,Drones,3,0.2,2975952,371994
Nineteen,22/03/2019,MercadoLibre,Amazonia,Amazonas,La Pedrera,Envia+4,Trade Equipment,Strip Printer,4,0,39120,10953.6
Nineteen,22/03/2019,MercadoLibre,Caribe,Bolivar,Mahates,Servientrega-2,Industrial,Printers,7,0.2,895888,179177.6
Nineteen,22/03/2019,MercadoLibre,Caribe,Bolivar,Mahates,Servientrega-2,Trade Equipment,Merchandise Labeling,9,0.2,300816,-33841.8
Nineteen,23/03/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Home appliances,Refrigerators,2,0.3,215544,-29252.4
Nineteen,23/03/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Thermal paper,4,0,66720,33360
Nineteen,23/03/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Trade Equipment,Thermal paper,11,0,385440,185011.2
Nineteen,23/03/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Industrial,Printers,3,0,479940,172778.4
Nineteen,24/03/2019,MercadoLibre,Caribe,Atlantico,Polonuevo,Envia-3,Home appliances,Air-conditioning,3,0.3,718116,-35905.8
Nineteen,24/03/2019,MercadoLibre,Caribe,Bolivar,Villanueva,Envia+4,Trade Equipment,Payment Machines,2,0.2,13984,1048.8
Nineteen,24/03/2019,MercadoLibre,Pacifica,Valle del Cauca,Caicedonia,Servientrega+3,Home appliances,Spare Parts,5,0,93800,26264
Nineteen,26/03/2019,MercadoLibre,Caribe,Bolivar,El Carmen de Bolivar,Envia+4,Trade Equipment,Thermal paper,3,0.2,148704,46470
Nineteen,26/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Trade Equipment,Thermal paper,6,0.2,80064,25020
Nineteen,26/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Industrial,Printers,3,0.2,33552,10065.6
Nineteen,26/03/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Home appliances,Washing machines,8,0,6787360,1221724.8
Nineteen,26/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Trade Equipment,Merchandise Labeling,7,0,2170840,564418.4
Nineteen,26/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Trade Equipment,Payment Machines,3,0,26220,6817.2
Nineteen,27/03/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Merchandise Labeling,5,0,167400,6696
Nineteen,28/03/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Printers,1,0,332480,49872
Nineteen,28/03/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Thermal paper,5,0,66800,32064
Nineteen,28/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Thermal paper,3,0.2,31104,10886.4
Nineteen,28/03/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Thermal paper,1,0.2,10464,3400.8
Nineteen,28/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Trade Equipment,Weigh Scales,3,0,45840,22461.6
Nineteen,29/03/2019,MercadoLibre,Caribe,Bolivar,Cartagena,Servientrega+3,Home appliances,Refrigerators,5,0.2,2333840,262557
Nineteen,29/03/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Payment Machines,4,0,146560,42502.4
Nineteen,29/03/2019,MercadoLibre,Andina,Antioquia,Itagui,Servientrega+3,Trade Equipment,Thermal paper,6,0,425280,199881.6
Nineteen,29/03/2019,MercadoLibre,Andina,Antioquia,Itagui,Servientrega+3,Trade Equipment,Thermal paper,3,0,19740,9080.4
Nineteen,29/03/2019,MercadoLibre,Andina,Antioquia,Itagui,Servientrega+3,Industrial,Printers,3,0,106500,41535
Nineteen,29/03/2019,MercadoLibre,Andina,Antioquia,Itagui,Servientrega+3,Home appliances,Spare Parts,3,0,39840,19123.2
Nineteen,29/03/2019,MercadoLibre,Andina,Boyaca,Tunja,Servientrega+3,Trade Equipment,Strip Printer,2,0,11120,2891.2
Nineteen,29/03/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Thermal paper,4,0,35280,16228.8
Nineteen,30/03/2019,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Trade Equipment,Thermal paper,5,0.2,47040,17052
Nineteen,30/03/2019,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Industrial,Drones,5,0.2,361920,27144
Nineteen,30/03/2019,MercadoLibre,Caribe,Atlantico,Santo Tomas,Envia+4,Home appliances,Refrigerators,4,0.3,733488,-22004.64
Nineteen,31/03/2019,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Industrial,Drones,5,0.2,159920,55972
Nineteen,31/03/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Thermal paper,3,0.2,196752,71322.6
Nineteen,31/03/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Home appliances,Spare Parts,3,0.6,44760,-7833
Nineteen,1/04/2019,MercadoLibre,Andina,Tolima,Cajamarca,Envia+4,Home appliances,Spare Parts,14,0,384440,138398.4
Nineteen,4/04/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Strip Printer,2,0,22320,8704.8
Nineteen,4/04/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Spare Parts,2,0,216800,45528
Nineteen,4/04/2019,MercadoLibre,Orinoquia,Meta,Cubarral,Envia+4,Trade Equipment,Shelving,3,0.8,6636,-5640.6
Nineteen,4/04/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Trade Equipment,Shelving,2,0.2,6656,2412.8
Nineteen,4/04/2019,MercadoLibre,Pacifica,Cauca,El Tambo,Servientrega-2,Trade Equipment,Payment Machines,2,0.1,1288152,214692
Nineteen,4/04/2019,MercadoLibre,Pacifica,Cauca,El Tambo,Servientrega-2,Trade Equipment,Lights,2,0,11680,5256
Nineteen,4/04/2019,MercadoLibre,Orinoquia,Meta,Granada,Envia+4,Trade Equipment,Shelving,4,0.8,7184,-6286
Nineteen,4/04/2019,MercadoLibre,Pacifica,Cauca,El Tambo,Servientrega-2,Industrial,Drones,1,0,21900,876
Nineteen,4/04/2019,MercadoLibre,Pacifica,Cauca,El Tambo,Servientrega-2,Industrial,Projectors,2,0,1199960,419986
Nineteen,5/04/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Home appliances,Spare Parts,2,0,53600,25728
Nineteen,5/04/2019,MercadoLibre,Caribe,Atlantico,Sabanagrande,Envia-3,Home appliances,Spare Parts,7,0.6,44576,-8915.2
Nineteen,5/04/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Industrial,Drones,7,0.2,1892688,236586
Nineteen,5/04/2019,MercadoLibre,Pacifica,Narino,Barbacoas,Envia+4,Trade Equipment,Strip Printer,7,0,251860,70520.8
Nineteen,6/04/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Trade Equipment,Dust Extractors,2,0,14760,6937.2
Nineteen,6/04/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Trade Equipment,Strip Printer,2,0,18520,6111.6
Nineteen,6/04/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Trade Equipment,Thermal paper,4,0,60880,28613.6
Nineteen,6/04/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Home appliances,Spare Parts,3,0,70560,23990.4
Nineteen,6/04/2019,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Industrial,Printers,2,0,239960,71988
Nineteen,6/04/2019,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Industrial,Printers,3,0,1979940,791976
Nineteen,7/04/2019,MercadoLibre,Amazonia,Vaupes,Mitu,Envia+4,Industrial,Drones,4,0,2199920,571979.2
Nineteen,7/04/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Strip Printer,3,0,30960,8978.4
Nineteen,7/04/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Shelving,13,0.2,124592,42049.8
Nineteen,9/04/2019,MercadoLibre,Caribe,Cesar,Bosconia,Envia+4,Trade Equipment,Thermal paper,5,0,559800,274302
Nineteen,9/04/2019,MercadoLibre,Caribe,Cesar,Bosconia,Envia+4,Industrial,Printers,5,0,1239900,223182
